plate,mjd,fiberid,snMedian,psfmag_g,psfmag_r,gmr
7395,57131,610,21.26671,18.58047,18.32758,0.2528934
7831,57016,781,24.22483,18.93081,18.63684,0.2939701
7833,57286,47,21.46427,18.61424,18.71897,-0.1047325
481,51908,509,21.568,18.06224,18.16478,-0.1025448
2278,53711,452,22.70316,18.69327,18.39156,0.3017101
2280,53680,154,20.08458,18.13629,18.15847,-0.02217484
2613,54481,464,23.32237,18.39203,18.07795,0.3140793
2617,54502,269,22.31055,18.31867,18.16899,0.1496735
3390,54945,384,28.46791,18.35659,18.04545,0.3111362
3395,55004,219,21.07432,18.64498,18.34331,0.3016644
3407,54971,538,31.36792,18.54095,18.21683,0.3241196
3408,54948,464,20.83963,18.95393,18.56098,0.3929462
4237,55478,412,27.80454,18.77836,18.44874,0.3296204
4468,55894,546,21.19649,18.7157,18.39417,0.3215237
4470,55587,760,23.5761,18.55457,18.21773,0.3368378
6451,56358,266,21.18896,18.44227,18.12877,0.3135052
7432,57107,180,20.38601,18.40335,18.14277,0.2605858
290,51941,345,23.01218,18.67116,18.27766,0.3934994
2502,54180,214,20.49409,18.29717,18.04801,0.2491627
3186,54853,400,23.58364,18.9563,18.62499,0.3313026
3186,54853,539,20.23349,19.26827,18.95806,0.3102112
3186,54853,608,32.13554,18.38835,18.06934,0.3190117
3188,54831,467,23.01245,18.51592,18.63143,-0.1155109
3188,54831,564,24.37672,18.61343,18.27142,0.3420086
3192,54829,523,28.41276,18.54383,18.22183,0.3220005
3194,54833,313,22.75812,18.45534,18.1601,0.2952404
3767,55214,322,26.72306,18.86279,18.49524,0.367548
3770,55234,378,23.8577,18.92433,18.65647,0.2678566
3980,55331,536,24.49962,18.51036,18.21744,0.2929287
5118,55830,218,22.88434,18.74367,18.41163,0.332037
5389,55953,484,21.13444,18.54873,18.23936,0.3093739
5390,56002,314,20.17115,18.77749,18.38837,0.389122
5880,56042,564,21.58916,17.99629,18.28041,-0.2841129
5883,56033,900,22.35085,17.76695,18.29488,-0.527935
6485,56342,82,20.07379,18.8559,18.65615,0.1997471
6793,56430,452,20.95364,18.61184,18.34425,0.2675896
7581,57195,105,20.42354,18.70768,18.61308,0.09460258
7892,57333,948,24.48291,18.7457,18.49689,0.2488098
702,52178,578,21.424,18.89354,18.56261,0.3309288
1919,53240,556,25.66594,18.31867,18.25249,0.06617165
2751,54243,200,20.7939,18.43561,18.19228,0.2433357
2753,54234,556,26.07843,18.61347,18.70683,-0.09335518
3162,54800,470,27.11687,19.13868,18.75352,0.3851585
3162,54800,600,24.58621,19.19552,18.85553,0.3399887
3167,54822,14,21.03874,18.44727,18.2271,0.2201691
3167,54822,201,20.81543,18.76556,18.4789,0.2866592
3170,54859,316,27.2742,18.38251,18.06294,0.3195686
3754,55488,624,21.65862,19.14204,18.81374,0.3282986
3953,55322,535,24.61227,18.49998,18.1298,0.3701801
3956,55656,874,20.67891,18.83413,18.50488,0.3292408
4665,56209,230,22.95791,18.80502,18.44239,0.3626328
4666,55832,503,21.99003,18.66018,18.29371,0.3664703
4669,55831,40,24.35956,18.69452,18.33029,0.364233
5004,55711,976,24.11122,18.69109,18.41047,0.2806187
5008,55744,688,21.68891,18.8679,18.54443,0.3234673
5714,56660,694,21.39957,18.53384,18.21716,0.316679
5999,56089,228,25.60938,18.402,18.12219,0.2798023
6309,56485,826,24.18433,18.5685,18.21353,0.3549709
7306,56684,588,24.46862,19.12387,18.76861,0.3552532
7584,56957,862,22.57844,18.45251,18.14705,0.3054638
7584,56957,901,20.35691,18.38481,18.31862,0.06619263
7586,57186,290,25.86403,18.31768,18.16792,0.1497574
7586,57186,887,25.10005,18.42505,18.36571,0.05933762
7900,57358,177,30.57776,18.40128,18.32526,0.07601929
7900,57358,790,28.09027,18.40543,18.43627,-0.03083992
552,51992,238,31.35828,18.44324,18.10893,0.3343124
889,52663,632,25.35199,18.27321,18.36169,-0.08847809
2152,53874,364,20.27003,18.35124,18.03049,0.3207493
2443,54082,612,35.05164,19.14047,18.94199,0.1984787
2444,54082,333,22.30465,19.04076,18.78637,0.254385
3373,54940,318,30.87724,17.98346,18.09782,-0.1143589
3943,55336,332,21.4432,18.98989,18.62727,0.3626156
3944,55660,352,21.761,19.00819,18.6117,0.3964882
5125,55863,521,23.77335,19.01984,18.64526,0.3745804
5394,56001,82,21.27082,18.57951,18.28901,0.2905006
5396,55947,56,25.19139,18.48614,18.21436,0.2717857
5396,55947,178,21.43652,19.06456,18.81413,0.250433
5396,55947,798,27.284,19.0497,18.78833,0.261364
5397,55944,812,21.04137,18.96635,18.56777,0.3985825
6172,56269,842,25.94773,18.4109,18.07572,0.3351746
6745,56425,868,22.02712,18.73939,18.44075,0.298645
6748,56371,19,22.30655,17.74012,18.17751,-0.4373894
6748,56371,264,25.00472,18.26829,18.21675,0.05153656
7579,56954,510,30.05264,18.30744,18.14868,0.1587639
7879,57359,272,25.73705,18.43891,18.20278,0.2361259
1167,52738,283,20.89646,18.54479,18.38508,0.1597157
2112,53534,321,21.7617,18.78942,18.44089,0.3485355
2659,54498,538,21.13756,19.1398,18.98622,0.1535797
2660,54504,454,22.22849,18.24823,18.28481,-0.03657722
2661,54505,457,24.4557,18.92326,18.55351,0.3697491
2662,54505,634,20.58525,18.56685,18.59951,-0.03265762
3142,54735,474,23.08719,19.03243,18.6618,0.3706245
3142,54735,543,33.51564,18.40471,18.12558,0.2791271
3144,54763,524,32.95034,18.77837,18.50018,0.2781963
3145,54801,66,27.07395,18.73801,18.39371,0.3442993
3145,54801,482,23.29333,19.28444,18.93725,0.3471928
3148,54802,316,34.27126,18.40802,18.05359,0.3544254
3697,55290,286,25.22515,18.7425,18.45247,0.2900333
3699,55517,850,24.26885,18.02643,18.45355,-0.4271145
3700,55542,700,21.04031,18.93738,18.75563,0.1817455
4011,55635,580,25.35284,18.47178,18.14264,0.3291416
4575,55590,754,30.15703,17.86301,18.12228,-0.2592678
4602,55644,114,20.93993,19.06124,18.73727,0.3239708
4849,55945,140,22.40044,18.5616,18.20246,0.3591404
4852,55689,700,21.41036,18.65213,18.37156,0.2805653
5984,56337,126,20.59143,18.46348,18.33782,0.1256523
8854,57450,229,23.42658,18.06681,18.12994,-0.06312943
691,52199,343,22.52682,18.74632,18.49733,0.2489815
696,52209,180,22.70365,18.35256,18.5283,-0.1757374
697,52226,546,22.14925,18.09332,18.2605,-0.1671829
986,52443,517,20.25566,18.11511,18.46691,-0.3517914
1372,53062,550,20.2639,18.86301,18.6918,0.1712112
1693,53446,549,25.28337,18.04609,18.00487,0.04122162
1879,54478,594,20.56385,18.01003,18.32508,-0.3150501
1881,53261,167,26.51038,18.46397,18.19165,0.2723122
2325,54082,484,31.75185,18.40996,18.06997,0.3399906
2327,53710,493,33.55009,18.33739,18.00645,0.3309345
2328,53728,388,23.17427,18.5937,18.38475,0.2089481
2329,53725,447,20.81297,18.83412,18.54525,0.2888699
2329,53725,489,20.10358,19.15503,18.84086,0.3141613
2329,53725,511,25.5683,18.80861,18.49824,0.3103752
2330,53738,556,31.72795,18.29368,18.03682,0.2568588
2560,54205,277,22.87027,18.66962,18.3823,0.2873192
2560,54205,582,20.16945,19.06783,18.77845,0.2893867
2560,54205,591,23.13392,18.93465,18.53768,0.3969765
2561,54597,495,28.1685,18.77785,18.45219,0.3256626
3123,54741,216,33.52392,18.49004,18.16655,0.3234959
3128,54776,378,34.53474,18.36913,18.33756,0.03156471
3782,55244,706,28.21542,18.91577,18.62325,0.2925148
4285,55881,406,20.93328,18.99095,18.62505,0.3658962
4464,55866,754,29.16535,18.86001,18.69533,0.1646786
5062,55803,467,21.34989,18.94783,18.57924,0.3685856
5370,56003,776,22.64678,18.38346,18.13215,0.2513103
5371,55976,272,22.19817,18.74654,18.46103,0.2855034
6137,56270,920,25.2466,18.5385,18.20606,0.3324375
6138,56598,202,58.9495,18.79894,18.47681,0.3221321
6138,56598,322,49.45708,19.04289,18.73728,0.3056068
6139,56192,452,20.31257,18.5205,18.21641,0.3040962
6443,56367,798,23.10244,18.51572,18.15479,0.3609295
6444,56339,977,20.74311,18.59009,18.44413,0.1459656
7247,56626,671,31.23098,18.52511,18.22871,0.2964058
8874,57426,856,25.67189,17.97845,18.15535,-0.1769028
519,52283,348,20.94024,18.71305,18.40392,0.3091335
520,52288,258,21.01755,18.8435,18.50832,0.3351803
1820,54208,495,24.93154,19.28229,18.97262,0.3096695
2728,54416,161,22.34951,18.38015,18.31761,0.06254005
2729,54419,177,31.55537,18.34515,18.12205,0.2231064
2729,54419,232,31.04283,18.2971,18.03876,0.2583466
2739,54618,410,20.81754,18.95723,18.57351,0.3837204
3181,54860,306,24.95713,18.23189,18.29526,-0.06337166
3181,54860,479,26.931,18.40737,18.26864,0.1387253
3182,54828,582,24.09139,18.46828,18.07623,0.3920536
3185,54829,324,24.39117,18.79039,18.4068,0.3835907
7453,56749,676,21.14604,18.82603,18.44144,0.3845882
7453,56749,769,29.98006,18.35611,18.03624,0.3198738
7454,56751,141,21.90789,18.31526,18.01234,0.3029175
7454,56751,619,20.78357,18.3921,18.53087,-0.138773
7456,56727,233,29.97095,18.04746,18.01099,0.03647423
914,52721,114,21.58416,18.44884,18.09493,0.3539066
1591,52976,167,20.11941,18.12948,18.06932,0.06015778
1932,53350,576,25.73398,18.07536,18.29487,-0.2195148
2567,54179,246,20.81343,18.66036,18.48908,0.1712818
2567,54179,309,21.90736,18.522,18.1242,0.3978024
3808,55513,598,23.09331,18.86612,18.47403,0.3920898
3810,56015,454,29.55424,18.48481,18.18071,0.3041
4356,55829,936,24.4293,18.40574,18.06664,0.3390961
4803,55734,160,22.61427,18.89063,18.51509,0.3755322
5133,55860,308,21.55671,18.26016,18.49635,-0.2361946
5133,55860,976,23.88638,18.41421,18.07475,0.3394585
5429,55979,598,25.86785,18.0601,18.04143,0.01867294
5432,56008,982,20.80377,18.47085,18.17286,0.2979889
6061,56076,90,23.18377,18.55134,18.23057,0.3207741
6370,56238,46,31.97715,18.46085,18.1689,0.2919502
7295,57067,268,28.27096,18.17831,18.06977,0.1085339
7575,56947,233,21.23841,18.47738,18.28167,0.195715
422,51811,34,22.8369,18.7751,18.46799,0.3071041
1764,53467,65,20.21457,18.44508,18.16769,0.2773857
2061,53711,134,21.39948,18.84877,18.49211,0.3566666
2061,53711,372,20.08105,18.9019,18.55672,0.3451824
2062,53381,102,21.78485,18.65092,18.49085,0.1600628
2063,53359,429,33.49957,18.30813,18.10139,0.2067413
2319,53763,155,26.47859,18.23685,18.19102,0.04583168
2320,54653,533,20.36473,19.13967,18.96137,0.1782951
2913,54526,163,27.6215,19.17175,18.96696,0.2047901
2914,54533,78,33.99155,18.53868,18.17244,0.3662376
2914,54533,293,22.37389,19.24095,18.95412,0.2868271
2914,54533,392,30.44605,18.72627,18.36693,0.3593349
2915,54497,502,24.0829,18.78358,18.49002,0.2935619
2917,54556,47,25.70045,18.69079,18.36061,0.3301735
2917,54556,390,26.32208,18.78973,18.40316,0.3865719
2919,54537,107,22.56504,18.75272,18.56934,0.1833782
2919,54537,477,26.63111,18.6793,18.68493,-0.005628586
3659,55181,118,28.92667,18.36806,18.22055,0.1475067
3659,55181,158,21.48814,19.16171,18.77087,0.3908386
4392,55833,839,21.24127,18.13166,18.43888,-0.3072224
4886,55737,678,20.5495,18.78115,18.40656,0.3745823
4891,55736,252,23.10845,18.47958,18.19965,0.2799358
5160,55895,602,21.64489,18.61473,18.2929,0.3218307
5161,55968,288,21.66674,18.7738,18.5002,0.2735977
6416,56312,717,25.02722,17.73362,18.16623,-0.4326096
6417,56308,744,22.44012,18.57398,18.28252,0.2914524
6680,56420,472,20.77013,18.40772,18.302,0.1057281
7820,56984,821,33.72528,18.21827,18.11636,0.1019096
1952,53378,218,20.3008,18.62833,18.38522,0.2431183
2194,53904,504,21.40989,18.87669,18.59275,0.2839432
3298,54924,98,24.25683,18.81779,18.65284,0.1649513
3298,54924,342,20.72228,19.20908,18.81232,0.3967628
3298,54924,576,26.01438,18.70369,18.66403,0.03966713
3300,54914,13,24.54358,18.45456,18.09917,0.3553848
3300,54914,41,22.81558,18.56174,18.16989,0.3918552
3300,54914,59,24.00165,18.54242,18.24194,0.3004837
3300,54914,276,20.26798,18.80694,18.45597,0.350975
3303,54950,175,26.84243,18.42432,18.11379,0.3105297
3303,54950,398,22.65799,18.73461,18.42847,0.3061466
3303,54950,635,27.25443,18.27567,18.00395,0.2717209
3304,54942,419,25.30049,18.66836,18.29575,0.3726044
3305,54945,125,24.56412,18.55536,18.4021,0.1532688
3305,54945,241,30.4235,18.34571,18.05839,0.287323
4192,55469,412,24.69037,18.99857,18.68807,0.3104935
4194,55450,646,25.08095,18.61339,18.27335,0.3400478
4446,55589,926,28.88167,17.67027,18.00106,-0.3307858
4893,55709,731,24.87829,18.49745,18.19224,0.3052158
5947,56093,993,22.80362,18.64494,18.2838,0.3611374
6166,56181,52,24.19667,18.58859,18.27278,0.3158092
6694,56386,282,21.0321,18.79581,18.47915,0.3166656
1776,53858,333,29.13461,18.29005,18.05731,0.2327461
3131,54731,129,21.57479,18.95314,18.93998,0.01316261
3131,54731,612,32.62772,18.32796,18.27507,0.05288506
3134,54806,595,25.88311,18.51161,18.52096,-0.009347916
3135,54770,384,24.44985,19.20684,18.91746,0.289381
3137,54730,111,32.83273,18.46229,18.0819,0.380394
3137,54730,150,38.14114,18.2142,18.14621,0.06798744
3137,54730,302,26.77825,18.76819,18.54964,0.2185535
3138,54740,19,38.90118,18.29553,18.17129,0.1242409
3138,54740,69,38.82653,18.40512,18.22248,0.1826382
3138,54740,518,26.59516,19.2333,18.97552,0.2577705
4279,55508,698,28.41092,17.85611,18.15516,-0.2990494
4283,55864,758,20.18825,19.09671,18.72078,0.3759251
4769,55931,33,29.5215,18.36405,18.171,0.1930485
4771,55925,332,23.03476,18.63623,18.26382,0.3724098
5061,55806,204,25.08696,18.29982,18.19416,0.1056595
6156,56239,714,22.74147,18.84701,18.57414,0.2728653
6749,56370,374,23.12127,18.47638,18.38632,0.09006119
6750,56367,28,20.83563,18.568,18.21741,0.3505821
7830,57043,655,23.29428,18.85927,18.62647,0.2327995
7833,57286,558,26.47456,18.29892,18.30241,-0.003482819
7833,57286,734,22.37404,18.75774,18.71458,0.04316521
1386,53116,69,21.39489,18.97721,18.77726,0.199955
1386,53116,543,25.22663,18.75743,18.46227,0.2951641
1713,53827,389,21.2999,18.5401,18.52138,0.01871872
2275,53709,319,22.72719,18.09595,18.18463,-0.0886879
3388,54947,419,28.54597,18.40843,18.02258,0.3858566
3388,54947,420,24.521,18.63949,18.26253,0.3769684
3390,54945,465,20.59007,18.72746,18.35308,0.3743782
3395,55004,377,20.03166,18.51301,18.29319,0.21982
3404,54967,157,21.02024,18.77555,18.56747,0.2080784
3404,54967,536,22.43746,18.59063,18.27557,0.315052
3407,54971,216,23.38279,18.69803,18.38449,0.3135395
3408,54948,1,20.12591,18.78674,18.4537,0.3330421
3408,54948,577,27.50978,18.43734,18.0462,0.3911438
3928,55331,27,24.81564,18.66073,18.29746,0.3632698
3928,55331,502,27.79859,18.44666,18.08468,0.3619728
4469,55863,174,20.90485,18.87807,18.54589,0.3321743
5848,56029,276,25.4715,18.11052,18.03531,0.07521629
6451,56358,754,22.11056,18.52282,18.44391,0.07890511
7446,56722,716,26.72273,18.30762,18.01819,0.2894325
7857,57278,110,25.79002,18.66302,18.4235,0.2395229
287,52023,371,22.14804,18.81903,18.63273,0.1863041
291,51928,456,23.43379,18.55214,18.26386,0.2882786
624,52377,208,29.06925,18.5487,18.17733,0.3713779
1624,53386,141,23.10421,19.35669,18.97418,0.3825092
1627,53473,318,20.35586,18.32322,18.0596,0.2636185
1909,53261,347,24.37287,18.50944,18.35949,0.1499557
1911,53295,443,21.97359,18.80145,18.53415,0.2673035
2262,54623,510,20.09624,18.91251,18.70182,0.2106934
2262,54623,634,21.38201,18.82298,18.56167,0.2613049
2265,53674,551,20.39499,18.029,18.09802,-0.0690136
2943,54502,522,29.34112,18.17493,18.46586,-0.2909317
2944,54523,324,23.77993,18.70705,18.63194,0.07510948
2944,54523,476,34.36159,18.24996,18.06163,0.1883297
2944,54523,540,26.34096,18.45104,18.71603,-0.2649937
2945,54505,390,26.28485,18.83862,18.61402,0.2245998
2945,54505,434,22.11476,19.21213,18.95345,0.2586803
2945,54505,471,32.68328,18.49265,18.29011,0.2025394
2946,54506,248,20.73107,18.97406,18.71492,0.2591362
2946,54506,427,26.61691,18.75401,18.48101,0.272995
2947,54533,254,23.44464,18.01425,18.03367,-0.01942062
3786,55563,948,20.00201,19.10073,18.72228,0.3784485
4987,55746,140,26.49521,18.44511,18.12208,0.3230305
4989,56069,162,22.38261,18.75824,18.39811,0.3601265
5304,55925,781,23.08275,18.70574,18.32416,0.3815823
5305,55984,628,22.10479,18.12602,18.50637,-0.3803482
5491,56034,404,22.34877,18.35571,18.05684,0.2988644
6480,56340,732,20.57998,19.15747,18.90124,0.256237
6480,56340,906,23.80945,18.66807,18.43546,0.2326069
7131,56570,874,23.60353,18.6438,18.28103,0.3627701
450,51908,465,26.62333,19.00973,18.79151,0.2182198
454,51908,220,25.66045,18.68267,18.38157,0.3010979
456,51910,452,22.63707,18.37729,18.19886,0.1784344
1200,52668,234,32.19585,18.25946,18.24574,0.01372528
1806,53559,458,41.80204,17.03021,18.10244,-1.072226
2117,54115,391,22.83008,18.78586,18.45832,0.3275452
2409,54210,570,24.95529,19.20532,18.89918,0.3061428
2413,54169,144,21.00251,18.93485,18.55368,0.3811626
2414,54526,224,24.07474,18.79208,18.80239,-0.0103054
2414,54526,628,30.83773,18.31626,18.07045,0.2458076
2417,53766,579,25.60984,18.65096,18.58575,0.06520844
2420,54086,276,27.77055,18.33939,18.32053,0.01886177
3305,54945,465,28.09528,18.75654,18.36711,0.389431
3305,54945,502,29.86184,18.49177,18.13285,0.3589211
3305,54945,534,30.44101,18.42827,18.16112,0.267149
3305,54945,580,31.0982,18.41987,18.07063,0.3492393
3306,54922,378,26.91267,18.46204,18.09959,0.3624458
3306,54922,403,25.58516,18.47681,18.47019,0.006622314
3307,54970,485,26.24038,18.50437,18.63649,-0.1321201
3307,54970,500,23.3435,18.7152,18.59798,0.1172199
3310,54919,538,28.77363,18.49062,18.13522,0.355402
3311,54943,617,20.50672,18.68662,18.39189,0.2947311
3312,54969,366,24.01396,18.51912,18.18589,0.333231
3876,55245,874,27.29786,18.45292,18.25128,0.2016411
3922,55333,792,27.15987,18.4136,18.14193,0.2716694
4224,55481,632,20.22779,18.95716,18.61667,0.3404884
4489,55545,832,34.03165,18.24984,18.39271,-0.142868
5039,56220,376,38.72613,18.50839,18.17753,0.3308563
5179,55957,820,28.76374,18.43675,18.08625,0.350502
5182,56341,524,26.62223,18.60951,18.28382,0.3256931
5411,55953,104,23.34886,18.87158,18.82448,0.04710197
5411,55953,696,32.71189,18.72915,18.48561,0.2435436
5876,56042,168,22.3532,18.56535,18.47939,0.08596802
5877,56041,98,21.04519,18.48682,18.18772,0.2990971
6473,56363,970,20.13181,18.64341,18.31145,0.3319588
6734,56386,412,25.05487,18.48063,18.15517,0.3254585
6736,56366,738,24.3405,18.51824,18.15615,0.3620834
6737,56365,823,26.28435,18.32406,18.26703,0.05703163
440,51885,253,21.82753,18.5301,18.30153,0.2285709
441,51868,634,22.85233,18.22568,18.09637,0.1293106
2227,53820,561,21.00167,18.84342,18.49458,0.3488445
2501,54084,525,20.75749,18.81616,18.78877,0.02738762
2788,54553,85,20.9824,19.13459,18.73601,0.3985825
3188,54831,513,23.50375,18.57482,18.19419,0.3806286
3193,54830,114,22.80399,18.57615,18.2802,0.2959518
3193,54830,157,25.43644,18.36932,18.06603,0.3032932
3193,54830,455,22.05195,18.41523,18.36821,0.04702568
3193,54830,619,22.4604,18.58729,18.29899,0.2882977
3766,55213,682,20.1209,18.8159,18.73937,0.07652855
3770,55234,562,23.86508,19.02038,18.65941,0.3609657
4277,55506,354,24.26091,18.38624,18.07034,0.3159027
4481,55630,280,30.96595,18.44738,18.09369,0.3536873
4485,55836,328,21.99101,18.82491,18.51675,0.308157
4485,55836,343,27.29448,18.52992,18.22448,0.3054428
4785,55659,694,21.5374,18.63369,18.34012,0.2935734
4786,55651,528,21.63959,18.64632,18.32905,0.3172684
4788,55889,200,23.52428,18.67538,18.36855,0.3068314
5122,55841,21,21.85363,18.28338,18.08068,0.2027073
5391,56000,642,20.21323,18.26921,18.60093,-0.3317146
5392,56010,226,26.3076,17.73513,18.07327,-0.3381367
5882,56029,508,20.56366,18.64872,18.52233,0.1263885
5883,56033,228,25.37562,18.36385,18.05683,0.3070259
6484,56358,199,21.79168,18.92569,18.59712,0.3285732
6484,56358,564,24.17066,18.62419,18.5838,0.0403862
6485,56342,305,28.06299,18.59348,18.24824,0.3452435
6487,56362,111,25.24438,18.32005,18.04007,0.2799816
6792,56432,780,20.36057,18.47507,18.46056,0.01450729
7885,57336,319,36.66766,18.78308,18.51105,0.2720242
7892,57333,669,22.16137,18.85085,18.74723,0.1036243
7892,57333,998,28.91217,18.36472,18.03032,0.3344021
381,51811,156,20.91077,18.79478,18.66832,0.1264629
1600,53090,526,20.94926,18.72147,18.38396,0.3375053
1601,53115,581,20.2264,18.32791,18.31789,0.0100193
2206,53795,613,21.0274,18.04089,18.21143,-0.1705379
2207,53558,583,20.40737,18.62727,18.53034,0.09693146
2492,54178,54,23.45237,18.29243,18.0037,0.2887287
2749,54241,524,24.63701,18.27405,18.1464,0.1276474
2753,54234,435,30.04249,18.11329,18.12976,-0.01647186
3166,54830,41,26.29696,18.38815,18.09316,0.2949924
3166,54830,213,26.43662,18.39029,18.02324,0.3670559
3166,54830,333,31.00542,18.16959,18.09012,0.07946968
3167,54822,298,22.79128,18.64896,18.36197,0.2869854
3169,54821,190,21.79509,18.52806,18.18407,0.3439903
3169,54821,498,24.61526,18.56324,18.21734,0.3459015
3169,54821,618,22.10097,18.63791,18.3632,0.2747192
3170,54859,519,26.69474,18.5533,18.23809,0.3152103
3170,54859,605,24.54577,18.6686,18.33246,0.3361359
3170,54859,615,27.61813,18.38872,18.08208,0.306633
3171,54862,262,20.01571,18.6547,18.38812,0.2665768
3171,54862,276,20.83705,18.67304,18.29812,0.3749256
3171,54862,318,22.61291,18.54507,18.25717,0.2879047
3171,54862,359,25.34602,18.34243,18.02383,0.318594
3171,54862,396,20.76652,18.58703,18.20418,0.382843
3171,54862,579,27.09592,18.42264,18.04876,0.3738766
3752,55236,591,22.56198,18.91664,18.55726,0.3593788
3953,55322,68,22.08445,18.137,18.58506,-0.4480572
3953,55322,426,22.62545,18.56613,18.20194,0.364193
5715,56657,372,25.19729,18.49889,18.47527,0.02362061
6000,56102,886,20.42609,18.76552,18.46048,0.3050404
6588,56536,572,28.11607,18.38028,18.01876,0.361517
6591,56535,394,26.5516,18.85047,18.45595,0.394516
6966,56748,146,23.6218,18.23734,18.04178,0.1955528
552,51992,81,26.07745,18.5091,18.17686,0.3322372
552,51992,380,23.69809,18.66024,18.7144,-0.05416107
555,52266,131,24.43521,18.16685,18.18143,-0.01457214
555,52266,392,21.45925,18.53822,18.19959,0.3386269
890,52583,595,20.12087,18.68063,18.33052,0.3501053
1868,53318,478,20.99074,18.89182,18.61281,0.2790089
2443,54082,106,24.20933,18.65706,18.62139,0.03567314
3331,54977,285,23.00773,18.70534,18.38348,0.3218575
3335,54922,146,20.66103,19.03643,18.76527,0.2711601
3362,54939,173,28.03521,18.38018,18.01867,0.361515
3367,54998,237,21.89105,18.58013,18.3566,0.2235279
3367,54998,333,24.25987,18.54716,18.3323,0.2148552
3367,54998,575,27.51846,18.46757,18.09737,0.3701935
3368,54954,259,20.42294,18.79902,18.50114,0.2978764
3373,54940,583,24.00181,18.86171,18.46873,0.3929787
3374,54948,66,21.06323,18.54709,18.28909,0.2579975
3943,55336,566,26.396,18.51874,18.30412,0.2146206
5394,56001,921,24.2545,18.42996,18.11005,0.3199139
5396,55947,262,20.06307,18.90575,18.9135,-0.00774765
5870,56065,322,20.91914,18.53793,18.26815,0.2697868
5871,56041,228,20.67311,19.08702,18.73316,0.3538628
5872,56027,126,23.87484,18.19912,18.46176,-0.2626343
398,51789,180,21.59489,18.45286,18.56332,-0.1104584
402,51793,231,23.89447,18.50424,18.37336,0.1308823
757,52238,305,20.37915,18.30061,18.00722,0.2933884
6061,56076,310,24.30729,18.3324,18.04166,0.2907352
6634,56367,768,20.3458,18.54324,18.24657,0.296669
6833,56413,452,22.00122,18.48223,18.18782,0.2944031
7873,57307,99,22.82414,18.83628,18.66979,0.1664829
7877,56898,371,20.38007,18.76049,18.55318,0.2073097
8763,57309,396,31.51277,18.21755,18.00024,0.21731
724,52254,411,25.19707,18.58527,18.38297,0.2023048
726,52226,542,22.09828,19.23754,18.84935,0.3881874
2320,54653,63,28.31243,18.52791,18.20115,0.3267574
2611,54477,177,24.2776,18.31993,18.08809,0.2318344
2913,54526,210,26.15666,19.1138,18.86285,0.2509537
2913,54526,237,26.04703,19.20867,18.95124,0.257431
2913,54526,575,36.03173,18.74968,18.5694,0.1802845
2915,54497,345,28.50868,18.45426,18.22903,0.225235
2917,54556,97,24.97072,18.55081,18.63908,-0.08827209
2917,54556,143,21.8678,18.96255,18.69318,0.2693748
2917,54556,372,33.3247,18.3149,18.00609,0.3088093
2919,54537,557,30.25164,18.60904,18.24738,0.3616524
2920,54562,65,32.91516,18.24383,18.02419,0.2196331
3656,55241,450,20.20052,18.8206,18.71087,0.109726
3851,55302,708,27.01726,18.79939,18.5096,0.2897949
3855,55268,776,24.73187,18.83866,18.54453,0.2941303
4091,55498,276,24.4055,18.98311,18.60756,0.3755531
4092,55477,544,27.73814,18.61476,18.28173,0.3330364
4890,55741,116,24.48037,18.67685,18.30931,0.3675404
4890,55741,866,24.84485,18.52065,18.17081,0.3498344
5158,55913,310,23.7227,18.79976,18.44975,0.3500137
6681,56419,322,21.55281,18.40133,18.10607,0.2952633
7086,56658,652,24.45072,18.63218,18.7766,-0.1444263
7086,56658,890,24.88638,18.92767,18.55136,0.3763084
7086,56658,915,21.10441,19.08806,18.77148,0.3165798
7087,56637,342,28.05878,18.36398,18.06275,0.3012295
7088,56657,126,24.42526,18.88268,18.63101,0.251667
7819,57280,768,20.03875,18.97178,18.78858,0.1832047
1671,53446,526,22.56537,18.67692,18.28115,0.3957672
2193,53888,402,25.8585,18.59862,18.28346,0.3151588
2194,53904,212,21.86814,18.84629,18.5123,0.3339863
2194,53904,623,26.60233,18.40971,18.15734,0.2523708
2199,53556,213,21.88478,18.21716,18.08236,0.1348038
2199,53556,480,25.22791,18.28672,18.33668,-0.04995537
3298,54924,622,22.98017,19.02119,18.65706,0.3641338
3299,54908,420,21.11199,18.8277,18.53397,0.2937355
3299,54908,504,20.20269,18.94089,18.64971,0.2911835
3300,54914,419,26.10865,18.21783,18.25937,-0.04154205
3301,54939,173,22.93228,18.37568,18.0445,0.3311749
3304,54942,165,23.0609,18.75023,18.51496,0.2352676
3865,55272,518,25.96381,18.75735,18.50753,0.2498226
4194,55450,432,29.63307,18.37226,18.02178,0.3504829
4450,55540,142,24.19288,18.76454,18.46013,0.3044052
4450,55540,360,23.59618,18.74587,18.42337,0.3224964
4718,56014,654,33.43631,18.40713,18.10208,0.305048
4893,55709,916,21.93394,17.91078,18.41281,-0.5020332
5202,55824,420,23.37901,18.5422,18.20706,0.3351364
5448,56013,176,21.39515,18.4982,18.34157,0.1566296
5948,56107,252,21.1183,19.05479,18.66146,0.3933334
6166,56181,734,21.82518,18.48349,18.71522,-0.2317257
7124,56720,254,23.59679,18.40768,18.12723,0.2804527
8491,57488,290,27.99135,18.03666,18.09325,-0.05659485
8494,57104,683,22.09106,18.57179,18.64207,-0.07027245
